idPersonal,idNews,qReaction,qClassification,qFirstEmotion,qSecondEmotion
557,2,DNA,DNA,DNA,DNA
558,2,ANGRY,Negative,anger,disgust
559,2,DNA,DNA,DNA,DNA
560,2,ANGRY,Neutral,anger,DNA
561,2,ANGRY,Negative,sadness,anger
562,2,ANGRY,Negative,anger,disgust
563,2,LIKE,Neutral,DNA,do not recognize
564,2,ANGRY,Negative,anger,disgust
565,2,LIKE,Neutral,DNA,do not recognize
566,2,SAD,Negative,sadness,anger
567,2,DNA,DNA,DNA,DNA
568,2,ANGRY,Negative,disgust,DNA
569,2,WOW,Negative,sadness,surprise
570,2,ANGRY,Negative,anger,disgust
571,2,ANGRY,Negative,sadness,DNA
572,2,ANGRY,Negative,sadness,anger
573,2,DNA,DNA,DNA,DNA
574,2,ANGRY,Negative,anger,DNA
575,2,ANGRY,Negative,anger,DNA
576,2,LIKE,Neutral,DNA,do not recognize
577,2,LIKE,Neutral,DNA,do not recognize
578,2,DNA,DNA,DNA,DNA
579,2,ANGRY,Negative,anger,DNA
580,2,DNA,DNA,DNA,DNA
581,2,ANGRY,Negative,anger,disgust
582,2,ANGRY,Negative,anger,DNA
583,2,DNA,DNA,DNA,DNA
584,2,DNA,DNA,DNA,DNA
585,2,ANGRY,Negative,anger,DNA
586,2,DNA,DNA,DNA,DNA
587,2,ANGRY,Negative,disgust,DNA
588,2,SAD,Neutral,sadness,DNA
589,2,SAD,Negative,sadness,DNA
590,2,DNA,DNA,DNA,DNA
591,2,ANGRY,Negative,anger,DNA
592,2,DNA,DNA,DNA,DNA
593,2,ANGRY,Negative,anger,disgust
594,2,SAD,Negative,fear,DNA
595,2,ANGRY,Negative,disgust,DNA
596,2,WOW,Positive,sadness,surprise
597,2,LIKE,Neutral,surprise,DNA
598,2,ANGRY,Negative,anger,DNA
599,2,DNA,DNA,DNA,DNA
600,2,DNA,DNA,DNA,DNA
601,2,LIKE,Positive,anger,DNA
602,2,ANGRY,Negative,anger,disgust
603,2,SAD,Negative,sadness,DNA
604,2,ANGRY,Negative,anger,DNA
605,2,WOW,Negative,surprise,DNA
606,2,ANGRY,Negative,anger,DNA
607,2,ANGRY,Negative,anger,DNA
608,2,SAD,Neutral,DNA,do not recognize
609,2,ANGRY,Negative,anger,fear
610,2,DNA,DNA,DNA,DNA
611,2,ANGRY,Negative,anger,surprise
612,2,ANGRY,Negative,sadness,anger
613,2,ANGRY,Negative,anger,DNA
614,2,ANGRY,Negative,anger,DNA
615,2,ANGRY,Negative,anger,disgust
616,2,DNA,DNA,DNA,DNA
617,2,SAD,Negative,sadness,DNA
618,2,LIKE,Neutral,DNA,do not recognize
619,2,LIKE,Neutral,DNA,do not recognize
620,2,ANGRY,Negative,anger,DNA
621,2,DNA,DNA,DNA,DNA
622,2,LIKE,Neutral,anger,surprise
623,2,LIKE,Neutral,surprise,DNA
624,2,SAD,Negative,sadness,disgust
625,2,ANGRY,Negative,anger,DNA
626,2,ANGRY,Positive,anger,disgust
627,2,ANGRY,Negative,anger,disgust
628,2,WOW,Negative,surprise,DNA
629,2,LIKE,Neutral,sadness,surprise
630,2,LIKE,Neutral,DNA,do not recognize
631,2,DNA,DNA,DNA,DNA
632,2,ANGRY,Negative,sadness,anger
633,2,LIKE,Neutral,surprise,DNA
634,2,ANGRY,Negative,anger,do not recognize
635,2,ANGRY,Negative,anger,disgust
637,2,ANGRY,Negative,sadness,anger
639,2,DNA,DNA,DNA,DNA
640,2,ANGRY,Negative,anger,DNA
641,2,DNA,DNA,DNA,DNA
642,2,DNA,DNA,DNA,DNA
643,2,LIKE,Negative,anger,surprise
644,2,ANGRY,Negative,anger,DNA
645,2,LIKE,Neutral,DNA,do not recognize
646,2,ANGRY,Negative,anger,DNA
647,2,ANGRY,Negative,anger,DNA
648,2,SAD,Negative,sadness,DNA
649,2,ANGRY,Negative,sadness,anger
650,2,ANGRY,Negative,DNA,DNA
651,2,SAD,Negative,sadness,anger
652,2,ANGRY,Negative,anger,surprise
653,2,DNA,DNA,DNA,DNA
654,2,ANGRY,Negative,anger,DNA
655,2,ANGRY,Negative,anger,DNA
656,2,ANGRY,Negative,anger,disgust
657,2,SAD,Negative,anger,DNA
658,2,SAD,Negative,sadness,anger
659,2,SAD,Neutral,surprise,DNA
660,2,ANGRY,Negative,surprise,DNA
661,2,DNA,DNA,DNA,DNA
662,2,ANGRY,Negative,disgust,DNA
663,2,LIKE,Neutral,DNA,do not recognize
664,2,DNA,DNA,DNA,DNA
665,2,DNA,DNA,DNA,DNA
666,2,DNA,DNA,DNA,DNA
667,2,ANGRY,Negative,anger,DNA
668,2,ANGRY,Negative,anger,DNA
669,2,ANGRY,Negative,anger,DNA
670,2,ANGRY,Negative,anger,disgust
671,2,WOW,Negative,surprise,DNA
672,2,LIKE,Neutral,fear,DNA
673,2,ANGRY,Negative,sadness,anger
674,2,LIKE,Positive,DNA,do not recognize
675,2,SAD,Negative,anger,fear
676,2,ANGRY,Negative,disgust,DNA
677,2,SAD,Neutral,surprise,DNA
678,2,SAD,Negative,sadness,disgust
679,2,DNA,DNA,DNA,DNA
680,2,ANGRY,Negative,anger,DNA
681,2,WOW,Negative,fear,DNA
682,2,ANGRY,Positive,disgust,DNA
683,2,WOW,Negative,surprise,DNA
684,2,ANGRY,Negative,disgust,DNA
685,2,DNA,DNA,DNA,DNA
686,2,LIKE,Neutral,DNA,do not recognize
687,2,ANGRY,Negative,sadness,DNA
688,2,SAD,Negative,sadness,DNA
689,2,LIKE,Neutral,DNA,do not recognize
691,2,ANGRY,Negative,anger,DNA
692,2,ANGRY,Negative,sadness,DNA
693,2,ANGRY,Negative,anger,DNA
694,2,ANGRY,Negative,anger,DNA
695,2,DNA,DNA,DNA,DNA
696,2,DNA,DNA,DNA,DNA
697,2,LIKE,Neutral,DNA,do not recognize
698,2,ANGRY,Negative,anger,DNA
699,2,DNA,DNA,DNA,DNA
700,2,LIKE,Neutral,DNA,do not recognize
701,2,ANGRY,Negative,disgust,DNA
702,2,LIKE,Neutral,DNA,do not recognize
703,2,LIKE,Neutral,DNA,do not recognize
704,2,ANGRY,Negative,anger,DNA
705,2,ANGRY,Negative,anger,disgust
285,3,HAHA,Neutral,DNA,do not recognize
286,3,HAHA,Positive,joy,surprise
287,3,DNA,DNA,DNA,DNA
288,3,LIKE,Positive,joy,DNA
289,3,DNA,DNA,DNA,DNA
290,3,LIKE,Neutral,DNA,do not recognize
291,3,DNA,DNA,DNA,DNA
292,3,HAHA,Neutral,surprise,DNA
293,3,HAHA,Positive,joy,surprise
294,3,HAHA,Positive,joy,DNA
295,3,LOVE,Positive,surprise,DNA
296,3,HAHA,Positive,joy,DNA
297,3,LIKE,Neutral,DNA,do not recognize
298,3,LIKE,Neutral,DNA,do not recognize
299,3,DNA,DNA,DNA,DNA
300,3,DNA,DNA,DNA,DNA
302,3,LIKE,Positive,joy,DNA
303,3,DNA,DNA,DNA,DNA
304,3,LIKE,Positive,joy,DNA
305,3,LIKE,Positive,joy,DNA
306,3,LOVE,Neutral,joy,DNA
307,3,HAHA,Positive,joy,DNA
308,3,DNA,Neutral,surprise,DNA
309,3,WOW,Positive,joy,surprise
310,3,DNA,DNA,DNA,DNA
311,3,HAHA,Positive,joy,DNA
312,3,LOVE,Positive,joy,surprise
313,3,HAHA,Positive,joy,surprise
314,3,HAHA,Neutral,joy,surprise
315,3,HAHA,Positive,joy,DNA
316,3,DNA,DNA,DNA,DNA
317,3,HAHA,Positive,surprise,DNA
318,3,DNA,DNA,DNA,DNA
319,3,LIKE,Neutral,DNA,do not recognize
321,3,DNA,DNA,DNA,DNA
322,3,LIKE,Positive,joy,DNA
323,3,LIKE,Neutral,joy,DNA
324,3,DNA,DNA,DNA,DNA
325,3,LIKE,Positive,surprise,DNA
326,3,WOW,Positive,joy,surprise
327,3,WOW,Neutral,surprise,DNA
328,3,WOW,Neutral,surprise,DNA
329,3,HAHA,Positive,joy,DNA
330,3,DNA,DNA,DNA,DNA
331,3,WOW,Positive,joy,DNA
332,3,DNA,DNA,DNA,DNA
333,3,LOVE,Positive,joy,DNA
334,3,HAHA,Positive,joy,DNA
335,3,HAHA,Positive,joy,surprise
336,3,LOVE,Positive,joy,DNA
337,3,DNA,DNA,DNA,DNA
338,3,DNA,DNA,DNA,DNA
339,3,LIKE,Neutral,DNA,do not recognize
340,3,LIKE,Neutral,DNA,do not recognize
341,3,HAHA,Positive,joy,surprise
342,3,DNA,DNA,DNA,DNA
343,3,HAHA,Positive,joy,DNA
344,3,LIKE,Positive,joy,surprise
346,3,LOVE,Positive,joy,surprise
347,3,HAHA,Positive,surprise,DNA
348,3,LIKE,Neutral,DNA,do not recognize
350,3,LIKE,Positive,joy,DNA
351,3,HAHA,Positive,joy,DNA
352,3,LIKE,Positive,joy,DNA
353,3,LIKE,Positive,joy,DNA
354,3,HAHA,Positive,joy,surprise
355,3,LIKE,Neutral,DNA,do not recognize
356,3,LIKE,Neutral,joy,surprise
357,3,DNA,DNA,DNA,DNA
358,3,DNA,DNA,DNA,DNA
359,3,DNA,DNA,DNA,DNA
360,3,HAHA,Neutral,surprise,DNA
361,3,DNA,DNA,DNA,DNA
362,3,DNA,DNA,DNA,DNA
363,3,LIKE,Neutral,joy,DNA
364,3,HAHA,Neutral,surprise,DNA
365,3,LIKE,Positive,joy,DNA
366,3,LIKE,Neutral,DNA,do not recognize
367,3,DNA,DNA,DNA,DNA
368,3,HAHA,Neutral,surprise,DNA
369,3,WOW,Positive,joy,surprise
370,3,DNA,DNA,DNA,DNA
371,3,WOW,Positive,joy,DNA
372,3,HAHA,Positive,joy,surprise
373,3,DNA,DNA,DNA,DNA
374,3,LOVE,Positive,surprise,DNA
375,3,LIKE,Positive,joy,surprise
376,3,LOVE,Positive,joy,DNA
377,3,HAHA,Positive,joy,surprise
378,3,HAHA,Positive,joy,DNA
379,3,DNA,DNA,DNA,DNA
380,3,DNA,DNA,DNA,DNA
381,3,DNA,DNA,DNA,DNA
382,3,DNA,DNA,DNA,DNA
383,3,LOVE,Positive,joy,DNA
384,3,HAHA,Neutral,joy,DNA
385,3,DNA,DNA,DNA,DNA
386,3,DNA,DNA,DNA,DNA
387,3,LIKE,Positive,joy,DNA
388,3,HAHA,Positive,joy,surprise
389,3,DNA,DNA,DNA,DNA
390,3,DNA,DNA,DNA,DNA
391,3,HAHA,Positive,joy,DNA
392,3,LIKE,Positive,joy,surprise
393,3,ANGRY,Negative,DNA,do not recognize
394,3,LOVE,Positive,joy,DNA
395,3,HAHA,Positive,joy,DNA
396,3,WOW,Positive,joy,surprise
397,3,DNA,DNA,DNA,DNA
398,3,HAHA,Neutral,joy,DNA
399,3,LOVE,Positive,joy,DNA
400,3,LIKE,Positive,surprise,DNA
402,3,DNA,DNA,DNA,DNA
403,3,HAHA,Positive,DNA,do not recognize
404,3,HAHA,Positive,joy,DNA
405,3,LIKE,Positive,joy,DNA
407,3,HAHA,Positive,joy,surprise
408,3,DNA,DNA,DNA,DNA
409,3,LIKE,Positive,surprise,DNA
410,3,LOVE,Positive,joy,DNA
411,3,LIKE,Positive,surprise,DNA
412,3,DNA,DNA,DNA,DNA
413,3,LIKE,Positive,joy,DNA
414,3,LIKE,Neutral,DNA,do not recognize
415,3,LOVE,Positive,joy,surprise
416,3,DNA,DNA,DNA,DNA
417,3,LIKE,Positive,joy,DNA
418,3,HAHA,Positive,surprise,DNA
419,3,HAHA,Positive,joy,DNA
420,3,LIKE,Positive,surprise,DNA
421,3,DNA,DNA,DNA,DNA
422,3,DNA,DNA,DNA,DNA
423,3,DNA,DNA,DNA,DNA
424,3,LIKE,Positive,joy,DNA
425,3,DNA,DNA,DNA,DNA
426,3,LIKE,Positive,joy,DNA
427,3,DNA,DNA,DNA,DNA
428,3,HAHA,Positive,joy,surprise
429,3,LIKE,Neutral,DNA,do not recognize
430,3,LOVE,Positive,joy,surprise
431,3,LIKE,Neutral,joy,DNA
432,3,DNA,DNA,DNA,DNA
433,3,WOW,Positive,joy,surprise
434,3,LOVE,Positive,joy,DNA
435,3,DNA,DNA,DNA,DNA
436,3,HAHA,Positive,joy,DNA
437,3,HAHA,Positive,joy,DNA
438,3,LIKE,Positive,joy,DNA
439,3,LIKE,Positive,joy,surprise
440,3,LIKE,Positive,joy,surprise
441,3,WOW,Positive,joy,surprise
442,3,LOVE,Positive,joy,surprise
444,3,DNA,DNA,DNA,DNA
445,3,HAHA,Neutral,joy,surprise
446,3,LIKE,Neutral,DNA,do not recognize
447,3,DNA,DNA,DNA,DNA
448,3,DNA,DNA,DNA,DNA
449,3,LIKE,Positive,surprise,DNA
450,3,DNA,DNA,DNA,DNA
452,3,LIKE,Positive,joy,DNA
453,3,HAHA,Positive,joy,DNA
454,3,DNA,DNA,DNA,DNA
455,3,DNA,DNA,DNA,DNA
456,3,DNA,DNA,DNA,DNA
457,3,DNA,DNA,DNA,DNA
458,3,HAHA,Positive,joy,DNA
459,3,HAHA,Neutral,DNA,do not recognize
460,3,DNA,DNA,DNA,DNA
461,3,DNA,DNA,DNA,DNA
462,3,ANGRY,Negative,anger,DNA
463,3,DNA,DNA,DNA,DNA
464,3,HAHA,Positive,joy,DNA
465,3,LOVE,Positive,joy,DNA
466,3,LIKE,Neutral,DNA,do not recognize
467,3,HAHA,Positive,DNA,do not recognize
468,3,WOW,Positive,joy,surprise
469,3,LIKE,Positive,joy,DNA
470,3,LIKE,Positive,DNA,do not recognize
471,3,HAHA,Positive,joy,DNA
472,3,HAHA,Positive,joy,DNA
473,3,WOW,Positive,joy,surprise
474,3,WOW,Neutral,joy,surprise
475,3,DNA,DNA,DNA,DNA
476,3,HAHA,Neutral,joy,DNA
477,3,ANGRY,Negative,DNA,do not recognize
478,3,DNA,DNA,DNA,DNA
479,3,LOVE,Positive,joy,surprise
480,3,LOVE,Positive,joy,DNA
481,3,LOVE,Positive,joy,DNA
482,3,LOVE,Positive,joy,DNA
483,3,LIKE,Positive,joy,surprise
484,3,LIKE,Neutral,DNA,do not recognize
485,3,WOW,Positive,joy,surprise
486,3,LIKE,Positive,DNA,do not recognize
487,3,LOVE,Positive,joy,surprise
488,3,LOVE,Positive,joy,DNA
489,3,LIKE,Positive,joy,DNA
490,3,DNA,DNA,DNA,DNA
491,3,DNA,DNA,DNA,DNA
492,3,HAHA,Positive,joy,DNA
493,3,LOVE,Positive,joy,DNA
494,3,DNA,DNA,DNA,DNA
495,3,LIKE,Positive,joy,surprise
496,3,LIKE,Positive,joy,DNA
497,3,HAHA,Positive,joy,surprise
498,3,LIKE,Positive,surprise,DNA
499,3,LOVE,Positive,joy,DNA
500,3,WOW,Positive,joy,surprise
501,3,LIKE,Neutral,joy,DNA
502,3,HAHA,Positive,joy,surprise
503,3,DNA,DNA,DNA,DNA
504,3,HAHA,Positive,joy,surprise
505,3,HAHA,Positive,joy,DNA
506,3,DNA,DNA,DNA,DNA
507,3,DNA,DNA,DNA,DNA
508,3,WOW,Neutral,surprise,DNA
509,3,LIKE,Positive,joy,DNA
510,3,HAHA,Positive,joy,DNA
511,3,WOW,Neutral,surprise,DNA
512,3,DNA,DNA,DNA,DNA
513,3,HAHA,Positive,joy,surprise
514,3,WOW,Neutral,DNA,do not recognize
515,3,DNA,DNA,DNA,DNA
516,3,HAHA,Neutral,surprise,DNA
517,3,WOW,Neutral,surprise,DNA
518,3,LIKE,Neutral,DNA,do not recognize
519,3,LIKE,Positive,joy,DNA
520,3,LIKE,Neutral,DNA,do not recognize
521,3,LIKE,Neutral,joy,DNA
522,3,DNA,DNA,DNA,DNA
523,3,HAHA,Positive,joy,surprise
524,3,HAHA,Positive,joy,DNA
525,3,HAHA,Positive,joy,DNA
526,3,HAHA,Positive,joy,surprise
527,3,DNA,DNA,DNA,DNA
528,3,DNA,DNA,DNA,DNA
529,3,HAHA,Positive,joy,DNA
530,3,LOVE,Positive,joy,surprise
531,3,HAHA,Positive,joy,DNA
532,3,DNA,DNA,DNA,DNA
533,3,LIKE,Positive,joy,DNA
534,3,WOW,Positive,joy,surprise
535,3,LIKE,Neutral,joy,surprise
536,3,LIKE,Neutral,DNA,do not recognize
537,3,HAHA,Positive,joy,surprise
538,3,HAHA,Positive,joy,DNA
539,3,HAHA,Positive,joy,DNA
540,3,LOVE,Positive,joy,surprise
541,3,LIKE,Neutral,joy,DNA
542,3,HAHA,Positive,joy,DNA
543,3,LOVE,Positive,joy,DNA
544,3,HAHA,Positive,joy,surprise
545,3,DNA,DNA,DNA,DNA
546,3,DNA,DNA,DNA,DNA
547,3,WOW,Neutral,DNA,do not recognize
548,3,HAHA,Positive,surprise,DNA
549,3,LIKE,Positive,joy,DNA
550,3,HAHA,Neutral,joy,DNA
551,3,LIKE,Positive,surprise,DNA
552,3,HAHA,Positive,joy,DNA
554,3,HAHA,Positive,joy,DNA
555,3,DNA,DNA,DNA,DNA
556,3,DNA,DNA,DNA,DNA
557,3,DNA,DNA,DNA,DNA
558,3,LIKE,Neutral,joy,surprise
559,3,DNA,DNA,DNA,DNA
560,3,HAHA,Positive,joy,DNA
561,3,HAHA,Positive,joy,surprise
562,3,HAHA,Positive,joy,DNA
563,3,HAHA,Positive,joy,DNA
564,3,WOW,Neutral,joy,surprise
565,3,WOW,Positive,joy,DNA
566,3,LIKE,Neutral,DNA,do not recognize
567,3,DNA,DNA,DNA,DNA
568,3,WOW,Negative,disgust,DNA
569,3,LIKE,Positive,joy,DNA
570,3,LOVE,Positive,joy,DNA
571,3,LOVE,Positive,joy,DNA
572,3,LIKE,Neutral,joy,DNA
573,3,DNA,DNA,DNA,DNA
574,3,HAHA,Positive,surprise,DNA
575,3,DNA,DNA,DNA,DNA
576,3,LOVE,Positive,joy,DNA
577,3,HAHA,Neutral,DNA,do not recognize
578,3,DNA,DNA,DNA,DNA
579,3,LIKE,Positive,joy,DNA
580,3,DNA,DNA,DNA,DNA
581,3,LOVE,Positive,joy,surprise
582,3,LIKE,Neutral,surprise,DNA
583,3,DNA,DNA,DNA,DNA
584,3,DNA,DNA,DNA,DNA
585,3,WOW,Positive,surprise,DNA
586,3,DNA,DNA,DNA,DNA
587,3,LOVE,Positive,joy,DNA
588,3,LIKE,Positive,joy,DNA
589,3,HAHA,Positive,joy,DNA
590,3,DNA,DNA,DNA,DNA
591,3,WOW,Neutral,surprise,DNA
592,3,DNA,DNA,DNA,DNA
593,3,DNA,Neutral,DNA,do not recognize
594,3,LOVE,Positive,joy,DNA
595,3,LIKE,Positive,surprise,DNA
596,3,HAHA,Positive,joy,surprise
597,3,LOVE,Positive,joy,DNA
598,3,HAHA,Positive,joy,DNA
599,3,DNA,DNA,DNA,DNA
600,3,DNA,DNA,DNA,DNA
601,3,LOVE,Positive,joy,DNA
602,3,HAHA,Positive,joy,surprise
603,3,HAHA,Positive,joy,DNA
604,3,LOVE,Positive,joy,DNA
605,3,HAHA,Positive,joy,DNA
606,3,LOVE,Positive,joy,DNA
607,3,LIKE,Neutral,DNA,do not recognize
608,3,LIKE,Positive,joy,surprise
609,3,HAHA,Positive,joy,surprise
610,3,DNA,DNA,DNA,DNA
611,3,LIKE,Neutral,DNA,do not recognize
612,3,LIKE,Neutral,joy,surprise
613,3,HAHA,Positive,joy,DNA
614,3,LIKE,Positive,joy,DNA
615,3,HAHA,Positive,joy,surprise
616,3,DNA,DNA,DNA,DNA
617,3,LOVE,Positive,joy,DNA
618,3,WOW,Positive,joy,DNA
619,3,HAHA,Neutral,joy,surprise
620,3,HAHA,Neutral,surprise,DNA
621,3,DNA,DNA,DNA,DNA
622,3,HAHA,Positive,joy,DNA
623,3,LOVE,Positive,joy,surprise
624,3,HAHA,Positive,joy,surprise
625,3,LIKE,Positive,joy,DNA
626,3,WOW,Neutral,surprise,DNA
627,3,LIKE,Positive,joy,surprise
628,3,LOVE,Positive,joy,DNA
629,3,HAHA,Positive,joy,surprise
630,3,LIKE,Neutral,DNA,do not recognize
631,3,DNA,DNA,DNA,DNA
632,3,WOW,Positive,joy,surprise
633,3,LIKE,Positive,joy,surprise
634,3,DNA,DNA,DNA,DNA
635,3,WOW,Positive,joy,surprise
637,3,LIKE,Positive,joy,DNA
639,3,DNA,DNA,DNA,DNA
640,3,HAHA,Neutral,joy,surprise
641,3,DNA,DNA,DNA,DNA
642,3,DNA,DNA,DNA,DNA
643,3,HAHA,Positive,joy,DNA
644,3,HAHA,Neutral,joy,surprise
645,3,HAHA,Positive,joy,DNA
646,3,LIKE,Positive,joy,DNA
647,3,LIKE,Neutral,DNA,do not recognize
648,3,HAHA,Positive,joy,DNA
649,3,WOW,Positive,joy,DNA
650,3,DNA,DNA,DNA,DNA
651,3,HAHA,Neutral,surprise,DNA
652,3,DNA,DNA,DNA,DNA
653,3,DNA,DNA,DNA,DNA
654,3,HAHA,Positive,joy,surprise
655,3,HAHA,Positive,surprise,DNA
656,3,DNA,DNA,DNA,DNA
657,3,HAHA,Positive,joy,DNA
658,3,HAHA,Neutral,joy,DNA
659,3,LOVE,Positive,joy,DNA
660,3,LOVE,Positive,joy,surprise
661,3,DNA,DNA,DNA,DNA
662,3,LIKE,Neutral,surprise,DNA
663,3,LIKE,Neutral,joy,DNA
664,3,DNA,DNA,DNA,DNA
665,3,DNA,DNA,DNA,DNA
666,3,DNA,DNA,DNA,DNA
667,3,WOW,Neutral,surprise,DNA
668,3,LIKE,Neutral,DNA,do not recognize
669,3,LIKE,Positive,joy,DNA
670,3,LIKE,Positive,joy,surprise
671,3,WOW,Positive,surprise,DNA
672,3,LIKE,Positive,surprise,DNA
673,3,HAHA,Positive,joy,surprise
674,3,HAHA,Positive,joy,DNA
675,3,LOVE,Positive,joy,DNA
676,3,LIKE,Neutral,surprise,DNA
677,3,LIKE,Neutral,DNA,do not recognize
678,3,WOW,Positive,joy,surprise
679,3,DNA,DNA,DNA,DNA
680,3,HAHA,Neutral,joy,surprise
681,3,HAHA,Positive,joy,surprise
682,3,WOW,Positive,surprise,DNA
683,3,LIKE,Positive,joy,DNA
684,3,LIKE,Positive,joy,DNA
685,3,DNA,DNA,DNA,DNA
686,3,LIKE,Neutral,DNA,do not recognize
687,3,HAHA,Neutral,joy,DNA
688,3,WOW,Positive,surprise,DNA
689,3,HAHA,Positive,joy,surprise
691,3,LOVE,Positive,joy,surprise
692,3,HAHA,Positive,joy,DNA
693,3,HAHA,Positive,surprise,DNA
694,3,HAHA,Positive,joy,surprise
695,3,DNA,DNA,DNA,DNA
696,3,DNA,DNA,DNA,DNA
697,3,DNA,DNA,DNA,DNA
698,3,LOVE,Positive,joy,DNA
699,3,DNA,DNA,DNA,DNA
700,3,WOW,Positive,surprise,DNA
701,3,DNA,DNA,DNA,DNA
702,3,HAHA,Positive,joy,DNA
703,3,LIKE,Neutral,joy,DNA
704,3,HAHA,Positive,joy,DNA
705,3,HAHA,Positive,joy,surprise
285,4,SAD,Negative,sadness,surprise
286,4,LIKE,Negative,sadness,DNA
287,4,DNA,DNA,DNA,DNA
288,4,WOW,Negative,surprise,DNA
289,4,DNA,DNA,DNA,DNA
290,4,DNA,DNA,DNA,DNA
291,4,DNA,DNA,DNA,DNA
292,4,SAD,Neutral,DNA,do not recognize
293,4,LIKE,Neutral,DNA,do not recognize
294,4,LIKE,Neutral,DNA,do not recognize
295,4,DNA,DNA,DNA,DNA
296,4,LOVE,Positive,joy,DNA
297,4,LIKE,Neutral,DNA,do not recognize
298,4,LIKE,Positive,DNA,do not recognize
299,4,DNA,DNA,DNA,DNA
300,4,DNA,DNA,DNA,DNA
302,4,LOVE,Positive,joy,DNA
303,4,DNA,DNA,DNA,DNA
304,4,LIKE,Positive,DNA,do not recognize
305,4,LIKE,Positive,joy,DNA
306,4,LIKE,Positive,joy,DNA
307,4,LOVE,Positive,joy,DNA
308,4,DNA,DNA,DNA,DNA
309,4,LOVE,Positive,joy,DNA
310,4,DNA,DNA,DNA,DNA
311,4,LIKE,Neutral,joy,surprise
312,4,HAHA,Positive,joy,surprise
313,4,LOVE,Positive,joy,DNA
314,4,LIKE,Neutral,DNA,do not recognize
315,4,LIKE,Neutral,DNA,do not recognize
316,4,DNA,DNA,DNA,DNA
317,4,LIKE,Positive,joy,DNA
318,4,DNA,DNA,DNA,DNA
319,4,LIKE,Neutral,DNA,do not recognize
321,4,DNA,DNA,DNA,DNA
322,4,LIKE,Positive,joy,DNA
323,4,LOVE,Positive,joy,DNA
324,4,DNA,DNA,DNA,DNA
325,4,LIKE,Positive,DNA,do not recognize
326,4,SAD,Negative,sadness,DNA
327,4,DNA,DNA,DNA,DNA
328,4,WOW,Neutral,surprise,DNA
329,4,LOVE,Positive,joy,DNA
330,4,DNA,DNA,DNA,DNA
331,4,LIKE,Neutral,surprise,DNA
332,4,DNA,DNA,DNA,DNA
333,4,LOVE,Positive,joy,DNA
334,4,LIKE,Neutral,DNA,do not recognize
335,4,LIKE,Positive,joy,surprise
336,4,WOW,Negative,sadness,DNA
337,4,DNA,DNA,DNA,DNA
338,4,DNA,DNA,DNA,DNA
339,4,LIKE,Neutral,DNA,do not recognize
340,4,LIKE,Positive,joy,DNA
341,4,DNA,DNA,DNA,DNA
342,4,DNA,DNA,DNA,DNA
343,4,LIKE,Positive,joy,DNA
344,4,LIKE,Positive,joy,DNA
346,4,LOVE,Positive,joy,surprise
347,4,LIKE,Neutral,DNA,do not recognize
348,4,LOVE,Positive,joy,DNA
350,4,LOVE,Positive,joy,DNA
351,4,LIKE,Neutral,DNA,do not recognize
352,4,LIKE,Positive,joy,DNA
353,4,LIKE,Neutral,DNA,do not recognize
354,4,LIKE,Neutral,joy,DNA
355,4,LIKE,Neutral,DNA,do not recognize
356,4,LOVE,Positive,DNA,do not recognize
357,4,DNA,DNA,DNA,DNA
358,4,DNA,DNA,DNA,DNA
359,4,DNA,DNA,DNA,DNA
360,4,LIKE,Neutral,joy,DNA
361,4,DNA,DNA,DNA,DNA
362,4,DNA,DNA,DNA,DNA
363,4,LIKE,Neutral,DNA,do not recognize
364,4,LIKE,Positive,joy,DNA
365,4,LOVE,Positive,joy,DNA
366,4,LIKE,Positive,joy,DNA
367,4,DNA,DNA,DNA,DNA
368,4,LIKE,Neutral,DNA,do not recognize
369,4,LIKE,Positive,surprise,DNA
370,4,DNA,DNA,DNA,DNA
371,4,DNA,DNA,DNA,DNA
372,4,LOVE,Positive,joy,DNA
373,4,DNA,DNA,DNA,DNA
374,4,SAD,Negative,sadness,DNA
375,4,ANGRY,Negative,sadness,DNA
376,4,LIKE,Positive,joy,DNA
377,4,LIKE,Positive,surprise,DNA
378,4,LIKE,Positive,joy,DNA
379,4,DNA,DNA,DNA,DNA
380,4,DNA,DNA,DNA,DNA
381,4,DNA,DNA,DNA,DNA
382,4,DNA,DNA,DNA,DNA
383,4,LIKE,Neutral,DNA,do not recognize
384,4,HAHA,Neutral,DNA,do not recognize
385,4,DNA,DNA,DNA,DNA
386,4,DNA,DNA,DNA,DNA
387,4,LIKE,Positive,joy,DNA
388,4,LIKE,Neutral,DNA,do not recognize
389,4,DNA,DNA,DNA,DNA
390,4,DNA,DNA,DNA,DNA
391,4,DNA,DNA,DNA,DNA
392,4,LIKE,Neutral,DNA,do not recognize
393,4,LOVE,Positive,joy,DNA
394,4,LIKE,Neutral,DNA,do not recognize
395,4,LIKE,Neutral,DNA,do not recognize
396,4,LOVE,Positive,surprise,DNA
397,4,DNA,DNA,DNA,DNA
398,4,LIKE,Positive,DNA,do not recognize
399,4,LIKE,Neutral,DNA,do not recognize
400,4,LIKE,Positive,joy,DNA
402,4,DNA,DNA,DNA,DNA
403,4,LOVE,Positive,joy,DNA
404,4,LIKE,Neutral,DNA,do not recognize
405,4,WOW,Neutral,surprise,DNA
407,4,DNA,DNA,DNA,DNA
408,4,DNA,DNA,DNA,DNA
409,4,LIKE,Neutral,DNA,do not recognize
